[Pulse] 75,sensor1,2020-01-18 12:02:52 
[Pulse] 71,sensor1,2020-01-18 12:02:47 
[Pulse] 73,sensor1,2020-01-18 12:02:42 
[Pulse] 78,sensor1,2020-01-18 12:02:37 
[Pulse] 77,sensor1,2020-01-18 12:02:32 
[Pulse] 79,sensor1,2020-01-18 12:02:27 
[Pulse] 73,sensor1,2020-01-18 12:02:22 
[Pulse] 78,sensor1,2020-01-18 12:02:17 
[Pulse] 78,sensor1,2020-01-18 12:02:12 
[Pulse] 71,sensor1,2020-01-18 12:02:07 
[Pulse] 74,sensor1,2020-01-18 12:02:02 
[Pulse] 73,sensor1,2020-01-18 12:01:57 
[Pulse] 74,sensor1,2020-01-18 12:01:52 
[Pulse] 71,sensor1,2020-01-18 12:01:47 
[Pulse] 77,sensor1,2020-01-18 12:01:42 
[Pulse] 76,sensor1,2020-01-18 12:01:37 
[Pulse] 79,sensor1,2020-01-18 12:01:32 
[Pulse] 79,sensor1,2020-01-18 12:01:27 
[Pulse] 77,sensor1,2020-01-18 12:01:22 
[Pulse] 71,sensor1,2020-01-18 12:01:17 
[Pulse] 76,sensor1,2020-01-18 12:01:12 
[Pulse] 70,sensor1,2020-01-18 12:01:07 
[Pulse] 74,sensor1,2020-01-18 12:01:02 
[Pulse] 72,sensor1,2020-01-18 12:00:57 
[Pulse] 79,sensor1,2020-01-18 12:00:52 
[Pulse] 77,sensor1,2020-01-18 12:00:47 
[Pulse] 72,sensor1,2020-01-18 12:00:42 
[Pulse] 73,sensor1,2020-01-18 12:00:37 
[Pulse] 76,sensor1,2020-01-18 12:00:32 
[Pulse] 72,sensor1,2020-01-18 12:00:27 
[Pulse] 73,sensor1,2020-01-18 12:00:22 
[Pulse] 79,sensor1,2020-01-18 12:00:17 
[Pulse] 78,sensor1,2020-01-18 12:00:12 
[Pulse] 75,sensor1,2020-01-18 12:00:07 
[Pulse] 71,sensor1,2020-01-18 12:00:02 
[Pulse] 76,sensor1,2020-01-18 11:59:57 
[Pulse] 78,sensor1,2020-01-18 11:59:52 
[Pulse] 72,sensor1,2020-01-18 11:59:47 
[Pulse] 78,sensor1,2020-01-18 11:59:42 
